domain,total,M,F,18-24,25-34,35-44,45-54,>=55
irkutsk.doski.ru,5,5,0,0,5,0,0,0
topshef.ru,2,0,2,0,2,0,0,0
xitkino.ru,6,5,1,0,2,1,0,3
kedem.ru,9,2,7,1,5,3,0,0
club-syndicate.ru,1,0,1,0,1,0,0,0
nashomsk55.ru,2,1,1,0,1,1,0,0
hangmag.com,1,1,0,0,1,0,0,0
disclosure.1prime.ru,2,1,0,0,1,0,0,0
master-kid.ru,12,0,12,0,0,12,0,0
reports.severstal.com,2,0,2,0,0,2,0,0
igro-pictures.ru,2,2,0,0,2,0,0,0
kruglov.ru,4,0,4,1,3,0,0,0
people.su,12,5,6,1,2,4,4,0
nn.rbc.ru,4,3,1,0,1,3,0,0
eprivoz.ru,1,1,0,0,0,0,1,0
vninform.ru,405,396,9,7,213,167,16,2
arkhangel.quickpages.ru,2,2,0,0,0,2,0,0
k2market.ru,1,0,1,0,0,0,1,0
gai.ru,2662,506,2125,207,2282,83,43,16
minecrafttexturepacks.com,1,1,0,1,0,0,0,0
creditwit.ru,1,0,1,0,0,1,0,0
ostro.org,299,253,44,10,234,21,30,2
ulan.mk.ru,19,15,0,0,1,14,0,0
moikrug.ru,22,22,0,0,22,0,0,0
ru.diablo.wikia.com,6,0,6,0,0,0,6,0
bridal-dress.ucoz.ru,20,0,20,20,0,0,0,0
dx.com,800,739,17,223,375,82,72,4
yarash.ru,5,0,5,0,0,5,0,0
rest.mhuks.hhos.ru,2,2,0,0,0,0,0,2
internet-v-samare.ru,78,65,13,0,78,0,0,0
bnews.kz,1,1,0,0,0,0,1,0
fialochka.rx22.ru,39,22,17,17,18,2,1,1
autoit-script.ru,22,22,0,0,22,0,0,0
amtel.intershina.ru,1,1,0,0,1,0,0,0
mselectro.ru,1,0,1,0,1,0,0,0
photos00.blogspot.com,1,1,0,0,1,0,0,0
baixaki.com.br,4,4,0,0,4,0,0,0
hobana.ru,130,87,24,0,7,21,31,52
a3rdvk.ladywow.ru,1,1,0,0,1,0,0,0
poleznayamodel.ru,7,7,0,0,1,3,3,0
decathlon-shop.ru,5,5,0,0,0,5,0,0
pegastufa.ru,3,1,2,0,0,1,2,0
antialko.ucoz.ru,6,3,3,0,0,3,0,3
xn--90ard6a.xn--b1agne1ap.xn--p1ai,2,2,0,0,2,0,0,0
voice-to-text.ru,2,2,0,0,2,0,0,0
mirmp3.org,2,0,2,0,1,1,0,0
egekp.unoforum.ru,4,4,0,0,0,4,0,0
kaiser-online.ru,9,0,9,0,9,0,0,0
hotslogs.com,10,10,0,3,5,2,0,0
newbiography.ru,7,0,7,7,0,0,0,0
kruglaw.narod.ru,2,2,0,0,0,2,0,0
xn----itbibooabrjld.xn--p1ai,2,2,0,2,0,0,0,0
malah.net,2,2,0,2,0,0,0,0
akronik.ru,1,1,0,0,1,0,0,0
buyblog.ru,7,2,5,0,3,4,0,0
ru.kot-i-pios.com,5,0,5,0,0,5,0,0
russian-albion.com,1,1,0,0,0,1,0,0
extremed.ru,18,5,12,5,3,9,0,0
vseist.tgizd.ru,25,25,0,0,0,0,25,0
lustflesh.com,16,15,1,0,12,1,3,0
xn----jtbaaldsgaoflxr4fyc.xn--p1ai,54,21,32,1,21,24,7,0
pwstudio.ru,2,2,0,2,0,0,0,0
clinic.eurodoctor.ru,2,0,2,0,1,1,0,0
dietolog.org,4,1,3,0,1,0,1,2
agrobelarus.ru,2,0,2,0,0,0,0,2
rosticom.com,1,1,0,0,0,0,0,1
ferma-na-urale.ru,6,6,0,0,0,2,4,0
itgroup.pro,1,0,1,0,0,0,1,0
geol.vsu.ru,3,3,0,0,0,3,0,0
tourism.gismeteo.ru,11,4,7,0,5,4,0,2
50den.com,33,20,2,0,11,5,5,1
sims-glob.net,1,0,1,1,0,0,0,0
vologodskaya-obl.irr.ru,1,1,0,0,0,1,0,0
7mednews.ru,483,133,350,14,87,165,133,84
mariyakuznec.ucoz.ru,10,0,10,1,3,3,0,3
mirsustava.ru,6,6,0,1,2,0,0,3
mirtesen.ru,9771,6360,2795,70,2526,2794,1903,1862
malidetravail.forum24.ru,2,0,2,2,0,0,0,0
happybirds.ru,122,117,4,0,4,117,0,0
krimea.info,1,0,1,0,0,0,1,0
nk.domstor.ru,7,3,4,1,6,0,0,0
psyh-olog.ru,46,23,23,6,30,4,5,1
iknowinfo.ru,6,6,0,0,0,6,0,0
kareliaparketti.ru,1,0,1,1,0,0,0,0
maison.3wregie.eu,1,1,0,0,0,1,0,0
rating.openstat.ru,37,25,12,2,12,15,6,2
multrip.ru,8,3,5,0,5,3,0,0
intersnet.ru,2,0,2,0,2,0,0,0
podarim-vam.ru,12,0,12,2,4,4,2,0
about-britain.ru,1,1,0,0,0,1,0,0
xn--80ahnfbbysk.xn--p1ai,3,3,0,0,2,0,1,0
kazanbeauty.com,7,7,0,0,0,7,0,0
rabota-bux5.ucoz.ru,4,4,0,4,0,0,0,0
svit-tepla.com.ua,3,3,0,0,3,0,0,0
winxclub.com,2,1,1,0,0,2,0,0
supersaver.ru,62,10,36,19,22,4,1,0
nardi.ru,1,1,0,1,0,0,0,0
domhoz34.ru,1,1,0,0,0,1,0,0
koreanautoimports.com,1,1,0,0,1,0,0,0
1yuridicheskaya-konsultaciya.ru,5,4,1,0,3,1,1,0
chemblog.ru,1,1,0,0,1,0,0,0
old.uralsk.info,1,0,1,0,0,1,0,0
infocom.by,22,11,11,2,6,13,0,1
mezo.ru,3,0,3,0,0,3,0,0
carmasters.org,30,17,0,3,11,0,3,0
artsitnov.clickwebinar.com,3,3,0,0,0,3,0,0
mreo-6.ru,3,2,0,0,0,0,0,2
shipnygova.ucoz.ru,1,0,1,0,0,1,0,0
hatewall.ru,3,0,3,0,1,2,0,0
megabeaver.ru,1,1,0,0,0,1,0,0
03-ts.ru,3,0,2,2,0,0,0,0
mxstuff.ru,1,1,0,0,1,0,0,0
tvshoper.ru,16,5,10,1,10,0,3,1
tir-99.ru,10,3,7,5,3,0,2,0
ritz-btr.narod.ru,1,1,0,0,1,0,0,0
allforx.com,1,0,1,0,0,0,1,0
blog-o-krasote.ru,4,1,3,1,1,1,0,1
wallpapersinhq.com,3,0,3,3,0,0,0,0
orenburg.bmsk.ru,2,0,2,0,0,2,0,0
app.updateverifier247.com,1,1,0,0,0,0,1,0
trendypets.ru,2,2,0,0,2,0,0,0
fondedinstvo.ru,3,0,3,0,0,0,3,0
vsedokitut.ru,1,0,1,0,1,0,0,0
royalcanin.com.ua,2,0,2,0,0,1,1,0
xobbiraj.ru,8,8,0,0,8,0,0,0
murmansk.narule.ru,9,9,0,0,0,0,0,9
vstroymag.ru,2,0,2,0,2,0,0,0
pushkintut.ru,2,0,2,0,0,1,1,0
infouse.ru,5,0,5,1,2,1,0,1
domchik.com,1,1,0,0,0,0,1,0
digitaloctober.ru,1,0,1,0,0,1,0,0
odn2.ru,1,0,1,0,1,0,0,0
sunlight.okis.ru,1,1,0,0,1,0,0,0
sarov.aifony.com,2,0,2,0,0,0,2,0
monaclub.ru,2,2,0,0,2,0,0,0
shop-radiolavka.ru,1,0,1,0,1,0,0,0
doors-top.ru,2,2,0,0,2,0,0,0
motozver.com,2,2,0,0,0,2,0,0
egent.ru,6,1,4,0,0,1,4,0
only-se.ru,6,6,0,0,0,6,0,0
yogaloka.ru,3,0,3,3,0,0,0,0
pipistrello667.fanat.ru,1,1,0,0,0,0,1,0
expressaero.ru,20,11,8,0,2,9,7,1
wellgosh.com,1,1,0,1,0,0,0,0
housing.totalarch.com,7,7,0,0,1,2,4,0
cross-evo.ru,4,0,4,0,0,4,0,0
novmeet.ru,1,0,1,0,1,0,0,0
kaliningrad.buyreklama.ru,6,6,0,0,6,0,0,0
alians-korolyova.est.ua,2,2,0,0,0,2,0,0
babyhelp.kiev.ua,1,1,0,1,0,0,0,0
vladimir.avito-c.ru,3,0,3,0,1,2,0,0
rennlist.com,5,5,0,0,0,0,0,5
wowarm.com,1,0,1,0,1,0,0,0
super-mens.ru,13,10,3,0,10,1,2,0
worldtransfer.ru,4,4,0,2,2,0,0,0
rabotanakmv.ru,1,1,0,0,1,0,0,0
krasnodar.narule.ru,5,5,0,0,1,3,1,0
love.radionetplus.ru,1861,0,1861,1861,0,0,0,0
tetrisist.ru,1,1,0,0,1,0,0,0
petropavlovsk.blizko.ru,2,2,0,0,0,0,2,0
softkey.ua,1,0,1,1,0,0,0,0
scootermag.ru,12,12,0,0,4,8,0,0
vladey.net,5,0,5,5,0,0,0,0
school.chemomsu.ru,1,0,1,1,0,0,0,0
davaj-pozhenimsa.ru,7,2,5,2,1,4,0,0
lara.gorod.tomsk.ru,1,1,0,0,1,0,0,0
smartinox.ru,17,14,0,0,3,11,0,0
vkusnierecepti.biz,1,0,1,0,0,0,1,0
prompod.ru,2,2,0,0,2,0,0,0
volvo-club.eu,16,14,0,12,0,1,1,0
ru.jobdiagnosis.com,7,2,4,2,0,0,0,4
igrushking.com,1,1,0,0,0,0,1,0
stavropol.choister.ru,2,2,0,0,0,0,2,0
goon.ru,5,1,4,0,0,4,1,0
troglosphera.narod.ru,5,5,0,0,1,4,0,0
multonline.su,3,0,1,0,1,0,0,0
stagila.ru,14,13,1,0,8,5,1,0
keddoshop.com,37,0,25,0,0,1,24,0
goroskopzodiaka.ru,8,0,7,0,6,1,0,0
review-software.ru,15,5,5,0,5,1,4,0
atlantbiz.podfm.ru,1,1,0,1,0,0,0,0
kinorim.ru,1,0,1,0,0,1,0,0
xudelka.ru,1,0,1,0,1,0,0,0
limon-online.ru,56,22,34,0,34,3,19,0
vkusnodoma.com,18,4,4,1,4,1,2,0
archdesignfoto.com,4,2,2,0,0,4,0,0
centralpack.ru,1,1,0,0,0,0,1,0
obzor-novostei.ru,6,6,0,0,4,0,2,0
profmama.ru,1,1,0,0,0,1,0,0
newyorker.de,2,0,2,0,0,2,0,0
stereotraker.ru,10,9,1,1,6,2,0,1
alisa-alexeewa.com,1,0,1,0,1,0,0,0
xn----7sbgnn6adqeghed7c4g.xn--p1ai,2,2,0,0,2,0,0,0
peugeot-club.net,84,20,63,1,15,63,3,1
d-p.by,5,0,3,0,3,0,0,0
myhomeinet.ru,1,0,1,0,1,0,0,0
7d.ru,4469,2539,0,0,2344,195,0,0
pprworkers.okis.ru,1,0,1,0,0,1,0,0
shemki.ru,2,0,2,0,0,0,0,2
find-wine.ru,9,2,5,1,3,1,1,1
vashazvezda.com,5,0,5,0,5,0,0,0
print-lain-tipografiya.irkutsk7.ru,1,0,1,0,0,1,0,0
stock-moda.com.ua,2,2,0,0,0,0,2,0
kolomna-uslugi.ru,5,5,0,0,0,5,0,0
scert.ru,1,1,0,0,1,0,0,0
halats.ru,9,9,0,0,9,0,0,0
802351.info,1,0,1,0,0,1,0,0
sindbadclub.com,12,0,12,8,4,0,0,0
pornuha24.com,287,219,55,16,73,117,59,9
kuvanovsrub.ru,40,40,0,0,40,0,0,0
curtains.spb.ru,1,0,1,0,0,0,1,0
amadeus.ru,1,1,0,0,0,0,1,0
cat-78.omsk.tolokonka2.ru,2,0,2,0,0,2,0,0
trick.fome.ru,2,0,2,0,2,0,0,0
biathlon.sport.ua,2,0,1,0,0,1,0,0
taksi.odessa.ua,7,3,4,0,5,0,2,0
business.vesti-ukr.com,50,41,4,1,18,20,5,1
girno.ru,1,1,0,0,0,1,0,0
otvete.ru,1,0,1,0,1,0,0,0
69xxxtube.com,105,90,4,1,76,13,0,4
lii.ru,4,1,3,0,3,0,1,0
vip-instructors.ru,1,0,1,0,1,0,0,0
aprs.facile.free.fr,4,4,0,0,4,0,0,0
generalzoi.deviantart.com,8,0,8,7,1,0,0,0
xn-----flcefimbbk4bcdocatofu2w.xn--p1ai,2,2,0,0,2,0,0,0
nepalitube.co,1,1,0,0,1,0,0,0
piteronline.tv,1,0,1,0,1,0,0,0
1ua.com.ua,10,7,3,0,9,0,0,1
avtogudvin.ru,110,110,0,0,110,0,0,0
space.com,9,4,2,0,4,0,0,2
nikogarden.ru,5,0,5,0,0,0,0,5
uberdeal.ru,16,16,0,0,0,16,0,0
neweurope.az,1,1,0,0,1,0,0,0
infrance.su,29,14,15,0,22,0,6,1
karagandagirls.com,1,1,0,0,0,1,0,0
xn--80a0bn.name,4,4,0,0,0,0,0,4
rolex.swisstimeclub.ru,18,2,16,0,18,0,0,0
forca.ru,16,11,4,0,9,5,1,0
ferma-biz.ru,4,1,2,0,2,1,0,0
med-pomosch03.ru,5,0,5,0,5,0,0,0
freevideomusic.3dn.ru,1,1,0,0,0,0,1,0
vzv.su,2,1,1,0,0,1,1,0
free-arcade-palace.com,3,3,0,0,3,0,0,0
tvkrasotka.ru,5,5,0,0,0,0,5,0
reebok.de,2,2,0,2,0,0,0,0
spb.remontnik.ru,1,1,0,0,1,0,0,0
meetic.com,7,0,7,0,0,1,6,0
194109.ru.all.biz,3,3,0,3,0,0,0,0
kitchencraft.com.ua,3,0,3,0,0,3,0,0
lykoc.ucoz.ru,2,0,2,0,0,2,0,0
desiredtube.com,28,17,8,0,6,12,7,0
prodomiki.ru,2,0,2,0,0,2,0,0
radiolab.ru,2,2,0,0,2,0,0,0
modaluz.nichost.ru,9,9,0,0,0,9,0,0
schastlivie-deti.ru,5,0,5,0,0,0,5,0
sovushka.com.ua,14,0,14,0,0,0,14,0
bankist.ru,9,2,5,0,7,0,0,0
virginmedia.com,5,3,2,2,0,3,0,0
dissolutetube.com,1,1,0,0,1,0,0,0
digitalsign.ru,1,0,1,0,0,1,0,0
krios.ru,1,1,0,0,0,0,1,0
budni.kz,6,6,0,0,0,6,0,0
garderobchik.com,8,1,7,0,0,8,0,0
cafe-zolyshka.ru,3,0,3,0,0,3,0,0
instrument-nsk.ru,1,1,0,0,1,0,0,0
dom-kadoni.do.am,4,0,4,0,0,0,4,0
saratov-catalog.ru,5,0,5,0,0,5,0,0
arhgas.sanet.ru,1,1,0,0,0,1,0,0
179.43.151.138,5,5,0,0,5,0,0,0
tvoirouter.ru,2,1,1,0,2,0,0,0
sspeiper.borda.ru,24,24,0,0,0,24,0,0
s2.11x11.ru,2764,2764,0,7,1768,0,989,0
caandesign.com,1,1,0,0,1,0,0,0
call-center.su,5,5,0,0,5,0,0,0
uzagsrb.bashkortostan.ru,3,2,1,0,3,0,0,0
ads.actionteaser.ru,1,1,0,0,0,1,0,0
karel.mk.ru,36,23,7,0,20,5,5,0
dnv.doorsportal.by,1,0,1,0,1,0,0,0
100vekov.ru,8,2,4,2,0,1,3,0
ellf.ru,10,7,3,0,6,3,1,0
azdor-nn.ru,1,0,1,0,1,0,0,0
sdd.vksaverplus.ru,2431,2142,163,1227,874,204,0,0
t-car.su,2,2,0,2,0,0,0,0
hotadvice.ru,2,1,1,0,1,0,0,1
online635.net,2,0,2,0,1,1,0,0
domovitto.ru,196,166,30,17,0,159,20,0
ridestyle.ru,3,3,0,0,3,0,0,0
omrezinotehnika.rosbizinfo.ru,1,0,1,1,0,0,0,0
colibry.nsk.su,30,0,8,0,8,0,0,0
keycrack.ucoz.ru,1,1,0,0,1,0,0,0
droidtune.com,21,15,6,0,6,9,3,3
kraftmet.ru,4,4,0,0,0,0,4,0
stalinism.narod.ru,3,0,3,0,0,0,3,0
piligrim.ua,14,7,7,0,10,2,1,1
restfox.ru,1,0,1,1,0,0,0,0
xn--80abb1aytgr.xn--p1ai,1,1,0,0,0,1,0,0
haerdekel.hu,4,4,0,0,0,0,4,0
dly-auto.ru,4,0,4,0,4,0,0,0
sss-medfac.ucoz.com,2,0,2,2,0,0,0,0
seaman.ucoz.ua,1,1,0,0,1,0,0,0
renault-pokrovsk.ru,2,2,0,0,0,2,0,0
zagorsk.ru,11,6,5,3,6,0,0,2
tottish.com,147,5,142,0,5,0,0,142
painel.omei.com.br,2,2,0,0,2,0,0,0
78mebel.rosbizinfo.ru,1,0,1,0,1,0,0,0
href.li,1,1,0,0,1,0,0,0
crown.gidm.ru,1,0,1,0,0,1,0,0
disk4car.ru,49,40,9,0,9,11,29,0
takemetal.com,1,1,0,0,0,1,0,0
infopiter.ru,1,1,0,0,1,0,0,0
ipkfks.ru,1,0,1,0,0,0,1,0
krasnoyarsk.e92.ru,13,13,0,0,12,1,0,0
get-health.ru,1,1,0,0,1,0,0,0
cassad.net,19,10,1,0,7,3,1,0
russia.tv,2,2,0,0,0,0,2,0
la2.meganet.org.ua,1,1,0,0,0,1,0,0
ru.angrybirds.wikia.com,142,0,142,0,0,0,142,0
dental-ss.org.ua,1,1,0,0,1,0,0,0
wowgirlsblog.com,3,3,0,0,3,0,0,0
color-modelizm.ucoz.ru,1,1,0,0,0,1,0,0
shoko-land.ru,5,0,5,0,0,4,1,0
w3layouts.com,9,9,0,1,4,4,0,0
xn--45-mlcaorpaj8e.xn--p1ai,1,1,0,0,1,0,0,0
mixdom.ru,4,4,0,0,0,2,2,0
ipointer.ru,2,2,0,0,0,0,0,2
zahori.ucoz.ru,7,0,7,0,0,7,0,0
sovetskoevideo.net,24,16,7,0,6,7,7,3
foxtrott.narod.ru,6,0,6,0,0,0,6,0
kartoteka.name,272,267,5,0,6,1,265,0
dostavim.net,1,0,1,0,0,0,1,0
kartinca.ru,1,0,1,1,0,0,0,0
w8next.ru,2,2,0,2,0,0,0,0
finance-credit.biz,27,7,18,6,6,5,8,0
lubimaya-dacha.ru,3,0,3,0,3,0,0,0
gametarget.ru,2,1,1,1,1,0,0,0
phrase_dictionary.academic.ru,6,2,4,0,5,1,0,0
chastushek.net,1,0,1,0,0,1,0,0
svadbatkani.com,2,2,0,0,2,0,0,0
motopmr.ru,2,2,0,2,0,0,0,0
archi-des.ru,2,2,0,0,0,0,2,0
s-dez-s.ru,1,0,1,0,0,1,0,0
forward-shop.ru,125,25,100,20,4,96,4,1
balsamhill.com,5,0,5,0,0,5,0,0
kuoma.deviantart.com,1,0,1,0,1,0,0,0
pultex.lv,1,1,0,0,0,0,1,0
vacationtime.ru,8,6,2,0,2,4,2,0
otchegoshka.ru,21,11,10,2,0,7,11,1
prank.su,3,3,0,2,1,0,0,0
cccp-2.su,77,65,10,0,15,25,28,7
real-estate-crimea.ru,3,0,3,0,0,3,0,0
maminakuxnya.ru,1,1,0,0,1,0,0,0
multivarka-market.ru,6,2,4,0,4,2,0,0
ad1.sibnet.ru,24,13,8,6,14,0,0,1
2007ya.ru,1,0,1,0,1,0,0,0
disketa.info,1,1,0,0,0,1,0,0
lappeenranta.fi,1,1,0,0,0,1,0,0
miss.moemisto.ua,26,26,0,0,0,26,0,0
creditsrf.com,2,0,1,0,1,0,0,0
game-open.do.am,2,1,1,1,0,1,0,0
ufc-world.ru,3,2,0,0,2,0,0,0
pornvideospider.com,22,15,0,2,4,7,2,0
bisnesdoma.ru,1,1,0,0,0,0,1,0
veles-teplica.ru,8,2,6,0,2,6,0,0
mne-bolno.ucoz.ru,1,0,1,0,0,1,0,0
allcheapenergy.ru,1,1,0,0,1,0,0,0
women.devtra.ru.6716103.yupiromo.ru,1,1,0,0,0,0,1,0
dofofon.narod.ru,3,0,3,0,0,3,0,0
besuccess.ru,22,10,12,4,4,4,10,0
dolgamnet.net,2,0,2,0,2,0,0,0
kid-club.ru,1,0,1,0,0,1,0,0
voydod.net,70,53,17,0,70,0,0,0
xxx-online.at.ua,2,2,0,1,0,1,0,0
veravladimirskaya.jimdo.com,2,0,2,0,0,2,0,0
sredinsti-faetoff.pw,6,4,2,0,6,0,0,0
softmobiland.ru,1,1,0,1,0,0,0,0
911tabs.com,3,3,0,3,0,0,0,0
diadens-mag.ru,1,1,0,0,0,1,0,0
gosugamers.net,27,27,0,17,10,0,0,0
linasya7.narod.ru,2,2,0,0,1,1,0,0
simplex39.ru,1,0,1,0,0,0,1,0
x999xx.ru,1,1,0,0,1,0,0,0
magicdevice.ru,22,18,4,9,1,12,0,0
aw.by,12,12,0,0,1,0,11,0
citroen.110km.ru,1,1,0,0,0,0,0,1
politzone.in.ua,1,1,0,0,0,1,0,0
workbook.charafantah.com,1,0,1,0,0,0,1,0
ak.p2.mango.com,2,2,0,2,0,0,0,0
doovi.com,7,7,0,0,0,7,0,0
lizmult.ru,10,9,1,0,2,7,0,1
tula.cataloxy.ru,2,2,0,0,2,0,0,0
vegplanet.ru,8,0,8,0,0,0,8,0
samara-papa.ru,2065,15,200,0,110,99,6,0
vcreditua.com,1,1,0,0,0,1,0,0
zheleznodorozhnyy.russiacatalog.ru,1,0,1,0,1,0,0,0
dobrosos.ru,2,0,2,0,2,0,0,0
hw1.com.ua,2,0,2,0,2,0,0,0
angrybirdsfan.net,1,0,1,0,1,0,0,0
arbadel.ucoz.com,1,1,0,0,0,1,0,0
irkutsk-sutki.ru,4,4,0,0,4,0,0,0
altergeo.ru,14,5,5,0,2,6,0,2
blog.babara.ru,1,1,0,0,0,1,0,0
art-visage.ru,1,0,1,0,1,0,0,0
stoflru.org,15,15,0,0,14,1,0,0
w1.dwar.ru,246,246,0,0,0,246,0,0
xboy.ru,2,0,2,0,2,0,0,0
techemy.com,2,2,0,0,0,2,0,0
guruken.ru,3,0,3,0,0,3,0,0
apollopride.ru,2,2,0,0,0,2,0,0
moe-serdce.ru,3,3,0,0,0,0,3,0
ihtys.narod.ru,3,3,0,0,3,0,0,0
vladdeti.ru,4,4,0,0,4,0,0,0
sibforum.mybb3.ru,1,0,1,0,0,1,0,0
vedvoy.ru,6,6,0,3,3,0,0,0
commeilfo.ru,11,0,8,2,6,0,0,0
europe-league.ru,1,1,0,0,0,0,1,0
amarok-club.ru,7,7,0,0,0,7,0,0
proofsite.com.ua,1,0,1,1,0,0,0,0
greazy.net,11,7,4,0,0,6,5,0
mstrok.ucoz.ru,2,0,2,0,2,0,0,0
10doctorov.ru,1,1,0,0,1,0,0,0
tyumen.budng.ru,1,0,1,0,0,1,0,0
ultimate-mails.com,4,3,1,0,4,0,0,0
liverpool-fan.ru,14,14,0,0,0,14,0,0
yk.kz,2,2,0,0,0,2,0,0
teratoday.com,3,3,0,3,0,0,0,0
domiterra.ru,2,2,0,0,2,0,0,0
koenigbicycle.ru,3,3,0,0,3,0,0,0
metoyou.mole.ru,2,0,2,2,0,0,0,0
luck-travel.ru,4,0,1,0,0,1,0,0
motorcar.pw,1,1,0,0,0,1,0,0
fabokon.ru,20,1,19,0,0,16,4,0
arhangelsk.spravochnikov.ru,2,2,0,0,0,2,0,0
kino-star.com,61,23,38,7,17,24,11,2
novostibankrotstva.ru,12,12,0,0,12,0,0,0
rieltor.crimea.ua,3,0,3,0,2,1,0,0
003b00.sci-hub.ir,1,0,1,0,1,0,0,0
vysockii.ru,1,1,0,0,0,1,0,0
telefon-ekb.ru,9,1,1,0,2,0,0,0
nodeppoker.com,1,1,0,0,1,0,0,0
rylovaov.ucoz.ru,2,0,2,0,2,0,0,0
liquiddnb.com,25,25,0,25,0,0,0,0
devmes.ru,2,0,2,2,0,0,0,0
dlyakota.ru,2,1,1,0,1,0,1,0
roofkey.ru,1,1,0,0,0,0,1,0
oriflame100.ru,3,0,3,0,0,2,1,0
diletant.ru,1965,676,616,15,542,380,256,99
utta.tiu.ru,3,0,3,0,0,3,0,0
zikr.org,1,0,1,0,0,1,0,0
classicpornclub.com,3,3,0,0,0,3,0,0
stm.ucoz.ua,1,0,1,0,0,1,0,0
na-olimpe.ru,57,56,1,1,49,7,0,0
dileks-shop.ru,2,2,0,0,0,0,2,0
caravaggio.ru,1,1,0,0,0,0,1,0
olympianhotel.ru,1,1,0,0,0,1,0,0
music-volga.ru,1,0,1,0,1,0,0,0
mmcp.ru,1,0,1,1,0,0,0,0
tricolor.clan.su,2,0,2,0,0,0,2,0
flp.seejay.ru,2,2,0,0,2,0,0,0
topendsports.com,1,1,0,1,0,0,0,0
collegy.ucoz.ru,13,0,13,1,5,6,1,0
wmt.com.ua,2,2,0,0,0,2,0,0
prosmo3.ru,1,0,1,0,1,0,0,0
77.fsin.su,8,0,8,0,8,0,0,0
webcams.ru,18,15,3,3,14,1,0,0
commando.com.ua,1,1,0,0,1,0,0,0
kinoplay.com.ua,2,1,1,0,1,1,0,0
privatearchitecture.blogspot.ru,1,1,0,0,0,1,0,0
xxxbomb.ru,1,0,1,0,0,1,0,0
xn--100-8cdk1cf0a.xn--p1ai,3,3,0,0,0,3,0,0
qnap.ru,1,1,0,0,1,0,0,0
android-tehno.ru,1,1,0,0,1,0,0,0
remontka.pro,88,68,16,0,42,32,7,3
terrariago.ru,6,5,1,4,1,1,0,0
cummins.com,1,1,0,0,1,0,0,0
lexpcvex-zlvoouohe.biz,1,0,1,0,0,0,0,1
forum.unn.ru,1,0,1,0,0,0,1,0
myliverpool.ru,95,95,0,0,95,0,0,0
factum-doors.ru,6,4,2,0,4,0,2,0
diminex.ru,2,1,1,1,1,0,0,0
video-sam.ru,12,9,2,0,9,0,2,0
svadebnoe-platie-74.ru,1,0,1,0,1,0,0,0
parfumnsk.ru,5,0,5,0,5,0,0,0
avroradance.ru,3,0,3,0,3,0,0,0
pro-sklonenie.ru,1,0,1,0,1,0,0,0
piano-sheet.ru,2,0,2,0,2,0,0,0
mama32.ru,2,1,1,0,1,0,1,0
bioweather.net,2,2,0,0,0,2,0,0
ru.exrus.eu,6,3,3,0,4,1,0,1
s30893898787.mirtesen.ru,197,38,157,59,27,53,22,34
md-minimotors.ru,31,29,0,1,5,22,1,0
cxgame.ru,10,10,0,0,0,10,0,0
podryga-on-line.ru,1,0,1,0,0,0,0,1
shop.donajerdona.ru,1,0,1,0,0,1,0,0
delovoe.tv,2,2,0,0,2,0,0,0
gun.ru,4,1,1,0,0,2,0,0
bani-club.ru,3,3,0,0,0,3,0,0
scores-online.com,3,0,3,0,2,1,0,0
kartinkinaden.ru,1,0,1,0,0,1,0,0
rusgus.ru,1,1,0,0,0,0,1,0
kpoccobep.su,1,1,0,0,0,0,1,0
idealnijdom.ru,9,3,5,1,4,3,0,0
fashion.letyshops.ru,9,6,2,2,3,0,0,3
programma-molodaya-semya.ru,2,0,1,0,0,0,1,0
afrome.3dn.ru,3,0,3,0,0,3,0,0
megamedic.ru,6,6,0,6,0,0,0,0
udahivam.do.am,2,2,0,0,0,2,0,0
oilru.com,19,10,8,3,8,6,1,0
samolovka.ru,1,0,1,0,1,0,0,0
fixmag.ru,10,9,1,0,1,9,0,0
xn--80aaochdd0beyc3p.xn--p1ai,1,1,0,0,1,0,0,0
xn--80aaena4afcct2bjd3jua.xn--p1ai,20,20,0,0,0,20,0,0
mix72rus.clan.su,2,2,0,0,2,0,0,0
kotiks.ru,2,2,0,0,0,2,0,0
funmas.ru,2,2,0,0,0,1,1,0
xn--80agpkdlcbvkd5n.xn--p1ai,1,1,0,0,0,1,0,0
futbolki-na-zakaz.futbolki-mountain.avtovse.ru,3,0,3,0,3,0,0,0
romny-mcss.edukit.sumy.ua,2,0,2,0,2,0,0,0
zruki.com,1,1,0,0,0,1,0,0
odessa-life.od.ua,8,5,3,0,2,4,2,0
multipovara.ru,4,0,4,0,0,4,0,0
charlesproxy.com,2,0,2,0,0,0,2,0
gubernia.pskovregion.org,16,11,5,2,7,2,0,5
365-profit.com,46,39,7,0,22,2,22,0
love.balticom.lv,4,0,4,0,0,4,0,0
nedfin.su,34,34,0,0,34,0,0,0
sav-pieces-detachees.fr,1,1,0,0,1,0,0,0
grail.chudoforum.ru,3,2,1,0,1,2,0,0
c8c5e24e03de35635d48a0bb27084484.uploadinstall.com,1,1,0,0,0,1,0,0
rusturbaza.ru,4,0,4,0,4,0,0,0
atributia.ru,27,25,2,9,5,13,0,0
callcenter24.ru,5,5,0,0,5,0,0,0
azbooki.ru,10,5,4,4,3,2,0,0
izotika.ru,1,0,1,0,1,0,0,0
kramatorsk.org,3,0,3,0,0,0,0,3
legpromforum.ru,1,1,0,0,1,0,0,0
b2b.narodedin.com,9,9,0,0,0,9,0,0
